video_id,title,description,published_at,channel_id,channel_title,thumbnail_url,duration,liveBroadcastContent,view_count,like_count,comment_count,source_type
BVs-rWrg0nw,Strategy To Get Your High Ticket Offers To 7 Figures With Ease S1E14,"►Try Kajabi FREE for 30 days and get thousands of dollars worth of exclusive bonuses:
http://high-ticket.danlok.link/88k5dj

►Download Your $100 Million High Ticket Coaching and Consulting Cheatsheet for Free
http://high-ticket.danlok.link/7v90y8

►Do You Want To Attract More High Ticket Clients with Ease?
http://high-ticket.danlok.link/4pebfe

►Discover How Thousands of Entrepreneurs Scaled their Business.
http://high-ticket.danlok.link/hfliyh

►Come see me live to Add a Zero™ to your business at the most prestigious high ticket event of the year.
https://www.highticketmasterylive.com/

#highticketexpert #highticket #highticketclosing #highticketsales #highticketcoach 

Are you running a coaching or consulting business but still can’t break the 7 figures mark and now you feel discouraged? Chances are, you are doing mistakes most experts do in the industry. In this episode, Dan Lok shares his simple methods that scaled his business to 8 figures in less than a year. 

► Follow Dan on Social Media
Instagram: https://www.instagram.com/danlok/
Facebook: https://www.facebook.com/DanLokOfficial
Twitter: https://twitter.com/danlok
Tiktok: https://www.tiktok.com/@danlokofficial
Podcast:  http://high-ticket.danlok.link/tj1yp1

0:00 Intro
0:40 What most experts, consultants, and experts got wrong when it comes to strategies in scaling up their businesses.
1:11 How many offers did Dan Lok have when he scaled his business to 8-figures in less than a year?
1:25 What is the High-Ticket Pyramid and how does it relate to your business?
1:52 The million-dollar math to scale your business to 8-figures
2:42 The challenges of selling low ticket offers and what you should do instead.",2022-06-24T13:00:11Z,UCs_6DXZROU29pLvgQdCx4Ww,Dan Lok,https://i.ytimg.com/vi/BVs-rWrg0nw/mqdefault.jpg,PT4M27S,none,16447,659,25,latest
C0HMhtyM6HQ,"2025 Met Gala Outfit REACT by Fashion Rookies LIVE (The Good, Bad, & Just WTF?!)","🥇 Futur Pro
The professional creative community designed to grow your personal brand, your business, and your network: https://thefutur.com/pro

🎙️ The Futur Podcast:
https://thefutur.com/podcast

📍 Recommended books, tools, music, resources, typefaces & more:
https://thefutur.com/recommendations

🎵 Music by Epidemic Sound:
http://share.epidemicsound.com/thefutur

We love getting your letters. Send them here:
The Futur c/o Chris Do
556 S. Fair Oaks Ave. #34
Pasadena CA 91105

*By making a purchase through any of our affiliate links, we receive a very small commission at no extra cost to you. This helps us on our mission to provide quality education to you. Thank you.

--
Host: Chris Do (Bald Asian Guy Talks About Business)
Cinematographers/Editors: @RodrigoTasca &  @Tascastudios  MOCS Media",2025-05-08T12:00:18Z,UC-b3c7kxa5vU-bnmaROgvog,The Futur,https://i.ytimg.com/vi/C0HMhtyM6HQ/mqdefault.jpg,PT38M23S,none,2110,75,36,latest
CBXzHgl2FpI,Facebook Business Hedef Kitlelerin Mantığı ve Kullanım Alanları,"Merhaba! 7. video yayında! Konumuz hedef kitleler. Bu bölümde, daha önceki videolarda nasıl oluşturacağımızı öğrendiğimiz kitlelerin ne mantıkla oluşturulduğundan ve ne amaçlarla kullanılabileceğinden bahsettik.

Dijital pazarlama uzmanlığı ve sosyal medya reklamları, e-ticaret eğitimi ve girişimcilik alanında her hafta videoları yüklemeye devam ediyoruz.

Bir dahaki derste görüşmek üzere.

İlk 3 ay 1$ ile Shopify Websiteni Aç : https://shopify.pxf.io/Kj6WXz

Tüm sorularınızı sorabileceğiniz facebook topluluğumuz:

► http://bit.ly/mfacebookgrup

Ücretsiz Facebook İnstagram Reklamları Eğitimi Oynatma Listesi:

► https://bit.ly/sıfırdanbire

Eğer videoları beğeniyorsanız kanalıma ücretsiz olarak abone olabilirsiniz.
       
Ücretsiz Abone Ol► : http://bit.ly/ozantcepni

Mail Adresim : to@ozantarik.com

İnstagram'da Beni Takip Et : https://bit.ly/ozantarikcom

~Eğer sormak istediğiniz sorular varsa yorumlara yazabilirsiniz veya kanal hakkında bölümünde bulunan mail adresimden bana ulaşabilirsiniz.",2024-07-08T10:00:50Z,UCG7lvpEkSTaKEJJSM2grmZA,Ozan Tarık Çepni,https://i.ytimg.com/vi/CBXzHgl2FpI/mqdefault.jpg,PT33M29S,none,4148,133,7,top
C_UeYBBogPA,My honest advice to someone who wants financial freedom,"Use the promo code TILBURY to get a free share worth up to £100 or visit https://www.trading212.com/join/TILBURY (terms & conditions apply) 

Get a FREE AI-built Shopify store in less than 2 minutes:
https://www.buildyourstore.ai/mark-tilbury

This is my honest advice for anyone who wants financial freedom, and it comes from years of personal experience. - Enjoy!

00:00 Intro
01:02 Step 1: Find Your Freedom Figure
06:58 Step 2: Hack Your Life 
13:33 Step 3: Get A Credit Card
14:32 Step 4: Create Additional Income Streams 
16:13 Step 5: Use Money For Its TRUE Function
________________________________________________
Disclaimers:

This video does not represent financial advice, and I am not a financial advisor. When investing, your capital is at risk. Investments can rise and fall, and you may get back less than you invested. Past performance is no guarantee of future results. *Terms and fees apply - https://www.trading212.com/terms/invest.

 Some of the links in this description are affiliate links that I get a commission from
________________________________________________
GET IN TOUCH:
For business inquires only, please use this email: mark@marktilbury.com",2024-11-19T20:40:24Z,UCxgAuX3XZROujMmGphN_scA,Mark Tilbury,https://i.ytimg.com/vi/C_UeYBBogPA/mqdefault.jpg,PT18M39S,none,1131536,29299,1630,top_and_latest
Cg6QjYEtWM0,"zenginlik, şans işi değil","Naval Ravikant'ın öğretilerinden yola çıkarak şansa güvenmeden zenginliğe ulaşmanın yollarını,  anlatıyorum. “Zenginlik nedir?”, “Para neden yeterli değil?”, “Statü savaşı neden seni yavaşlatır?” gibi sorulara cevap arıyoruz.

💡 Şu konuları öğreneceksiniz:
- Zenginlik ve statü arasındaki fark
- Bilinçaltında parayı nasıl sabote ediyoruz?
- Zamanını kiralayarak neden zengin olamazsın?
- Uzun vadeli sektörleri nasıl seçersin?
- Gerçek özgürlük neye benzer?

Bu video, zihninizdeki zenginlik tanımını değiştirebilir. 
Beğendiyseniz, devamı için abone olmayı unutmayın. 🚀

Video Bölümleri:
00:00 Giriş
01:43 Para ya da Statü değil, Zenginlik Arayın
03:01 Ahlâklı bir şekilde zenginleşmenin mümkün olduğunu anlayın.
04:25 Statü oyunları oynayan insanları görmezden gelin!
05:39 Zamanını kiralayarak zengin olamazsın!
07:27 Topluma henüz nasıl elde edeceklerini bilmedikleri şeyleri ver!
09:01 Uzun Vadeli Oyunlar Oyna!
10:43 İnternet: çoğu insan farkında değil!

📌 https://twitter.com/Baykalem__
📌 https://www.instagram.com/baykalem__/?hl=tr

#navalravikant #baykalem #finans",2025-04-13T06:00:08Z,UCV2y68vJ1IGfwdyYGe6PN4Q,Baykalem,https://i.ytimg.com/vi/Cg6QjYEtWM0/mqdefault.jpg,PT12M52S,none,39576,2910,174,latest
CiyNGOIbwcE,Attract Customers Like a Magnet: Marketing Strategies To Grow Your Business+Brand (Masterclass 5/5),"THE FINALE of the 5 Core Essentials to Growing Your Creative Freelance Business 

We'd love to see you at our 2023 Europe Tour: https://bit.ly/futureuro23

This video is but a small taste of our upcoming 2023 Business Clinic Europe Tour; where for 8hrs exclusively with me I will teach you the ins and outs of mastering sales, painlessly pricing, and becoming a subject matter expert who generates leads beyond their expectations. 

Apr. 14 – London: Business Clinic
Apr. 15 – London: Personal Branding
Apr. 17 - Warsaw (NEW): Business Clinic
Apr. 19 – Amsterdam: Business Clinic
Apr. 21 – Berlin: Business Clinic
Apr. 22 – Berlin: Personal Branding
Apr. 24 – Bucharest: Business Clinic
Apr. 26 – Porto (NEW): Business Clinic
Apr. 28 – Barcelona: Business Clinic
Apr. 29 – Barcelona: Personal Branding

If you are in Europe, we can't wait to see you there!

Business Clinic Playlist (all 5 parts):
https://youtube.com/playlist?list=PLzKJi2GjpkEHsz_occmWo6wMxic-0PoBZ

🚀 Futur Accelerator
The step-by-step blueprint and coaching program designed to get your creative business off the ground:
https://thefutur.com/accelerator

🥇 Futur Pro 
The professional creative community designed to grow your personal brand, your business, and your network:
https://thefutur.com/pro

✍️ Other Courses, Templates, and Tools:
https://thefutur.com/shop

🎙 The Futur Podcast:
https://thefutur.com/podcast

Recommended books, tools, music, resources, typefaces & more: 
https://thefutur.com/recommendations

Music by Epidemic Sound:
http://share.epidemicsound.com/thefutur

Shorts Playlist: 
https://www.youtube.com/@thefutur/shorts

==

We love getting your letters. Send them here:
The Futur c/o Chris Do
1702 Olympic Blvd.
Santa Monica, CA 90404

*By making a purchase through any of our affiliate links, we receive a very small commission at no extra cost to you. This helps us on our mission to provide quality education to you. Thank you.

—
Host: Chris Do
Producer: Mark Contreras
Cinematographers/Editors: Stewart Schuster, MOCS Media, Tasca Studios
Futur Theme Music: Adam Sanborne http://www.adamsanborne.com
Typefaces: Futura, DIN, Helvetica Now, Calibre, Knockout, Champion Gothic",2023-03-09T18:00:10Z,UC-b3c7kxa5vU-bnmaROgvog,The Futur,https://i.ytimg.com/vi/CiyNGOIbwcE/mqdefault.jpg,PT25M11S,none,610317,19529,420,top
CjrzjwKcr-I,The #1 Reason You're Failing To Change and How to FIX It,"Struggling to make real changes in your life? You're not alone. In this video, Tony Robbins reveal the #1 reason most people fail at change — and how to finally fix it for good. He shares powerful insights on human behavior, motivation, and how to align your actions with your true needs.

Watch more videos like this 👇
Tony Robbins Shares Shocking Story About His Past with Randall Kaplan: https://youtu.be/F6r0zvfJDF8
These 2 Daily Habits Can Increase Your Happiness Right Now: https://youtu.be/nf9GFhKO7Hs
The ONLY 3 Paths to Mastery - Achieve ANYTHING You Want: https://youtu.be/9u7cU3X5HKU
The #1 Secret to Getting ANYTHING YOU WANT in Life: https://youtu.be/30Y66uxJWTc

Subscribe: https://www.youtube.com/@TonyRobbinsLive?sub_confirmation=1

Follow Tony Robbins:
Facebook: https://www.facebook.com/TonyRobbins
Instagram: https://instagram.com/tonyrobbins/
TikTok: https://www.tiktok.com/@tonyrobbins
Twitter: https://twitter.com/tonyrobbins
LinkedIn: https://www.linkedin.com/in/officialtonyrobbins
Website: https://www.tonyrobbins.com/ 

Tony Robbins is a #1 New York Times best-selling author, entrepreneur, philanthropist, and the nation's #1 Life and Business Strategist. For more than four and a half decades, more than 100 million people from 195 countries have enjoyed the warmth, humor, and transformational power of his business and personal development events. 

Mr. Robbins is the author of seven internationally bestselling books, including three #1 New York Times bestsellers: Money: Master the Game, Unshakeable, and Life Force.  He created the #1 personal and professional development program of all time, and more than 10 million people have attended his live seminars.
 
Anthony Robbins is the chairman of a holding company comprising more than 110 privately held businesses with combined sales exceeding $7 billion a year. He has been named in the top 50 of Worth Magazine’s 100 most powerful people in global finance for three consecutive years, honored by Accenture as one of the ""Top 50 Business Intellectuals in the World''; by Harvard Business Press as one of the ""Top 200 Business Gurus""; and by American Express as one of the ""Top Six Business Leaders in the World"" to coach its entrepreneurial clients. Fortune’s recent cover article named him the “CEO Whisperer.”

He is a leader called upon by leaders, and has worked with four US presidents, top entertainers -- from Aerosmith to Green Day, to Usher and Pitbull, as well as athletes like Serena Williams, Andre Agassi, and the 2022 NBA Champion Golden State Warriors. Billionaire business leaders seek his advice as well; casino magnate Steve Wynn, and Salesforce.com founder Marc Benioff are among those grateful for his coaching.
 
As a philanthropist, through his partnership with Feeding America, Mr. Robbins has provided over 985 million meals in the last 8 years to those in need. He is two years ahead of schedule to provide 1 billion meals. Through the Tony Robbins Foundation, he has also awarded over 2,500 grants and other resources to health and human services organizations, implemented life-changing curricula in 1,700+ correctional facilities and gathered thousands of young leaders from around the world with its teen programs. In addition, he provides fresh water to 250,000 people a day in India in order to fight the number one killer of children in that country-waterborne diseases.",2025-04-27T13:00:18Z,UCJLMboBYME_CLEfwsduI0wQ,Tony Robbins,https://i.ytimg.com/vi/CjrzjwKcr-I/mqdefault.jpg,PT8M23S,none,29882,1387,73,latest
Cl_JpCSvTpk,The REAL Story of Donald Trump,"The rise of Donald Trump, Explained.
Go to https://nordvpn.com/johnnyharris to get a 2-year plan plus 4 additional months with a huge discount. It’s risk-free with Nord’s 30-day money-back guarantee!

Who was Donald Trump before he became the 45th president of the United States? I did a deep dive to find out.

To learn how to register in your state, click here: https://www.vote.org/voter-registration-deadlines/

Check out all my sources for this video here: https://docs.google.com/document/d/1eLea_ooaE3fs4-fIZUR6VX1PTNyJcFT6knppgMV6sfg/edit?usp=sharing

Check out my new channel with Sam Ellis - Search Party: https://youtube.com/@SearchParty

Listen to & License our music here: https://linktr.ee/chromaticmusic

Get access to behind-the-scenes vlogs, my scripts, and extended interviews over at https://www.patreon.com/johnnyharris

Do you have an insider tip or unique information on a story? Submit to the Tip Line: https://docs.google.com/forms/d/e/1FAIpQLSdpNs1ykIwd7KNkwntN897X_SX9hJ8WiTH_erlLU_bQp2GGLg/viewform?usp=sharing

Check out the map merch here: https://store.dftba.com/collections/johnny-harris

The music for this video, created by our in house composer Tom Fox, is available on our music channel, Chromatic! Follow the link to hear this soundtrack and many more: https://youtu.be/EEX6TLkqRhc

Watch my videos ad-free on Nebula: https://nebula.tv/johnnyharris

-- VIDEO CHAPTERS --

00:00 Intro
00:57 Chapter 1: Childhood
03:19 Chapter 2: Military Academy & College
07:38 Chapter 3: Career
14:20 Chapter 4: Manhattan
23:12 Chapter 5: Trump EVERYTHING
32:50 Chapter 6: Politics
39:53 Credits

About: 
Johnny Harris is an Emmy-winning independent journalist and contributor to the New York Times. Based in Washington, DC, Harris reports on interesting trends and stories domestically and around the globe, publishing to his audience of over 5 million on Youtube.  Harris produced and hosted the twice Emmy-nominated series Borders for Vox Media. His visual style blends motion graphics with cinematic videography to create content that explains complex issues in relatable ways.

- press - 
NYTimes: https://www.nytimes.com/2021/11/09/opinion/democrats-blue-states-legislation.html
NYTimes: https://www.nytimes.com/video/opinion/100000007358968/covid-pandemic-us-response.html
Vox Borders: https://www.youtube.com/watch?v=hLrFyjGZ9NU
NPR Planet Money: https://www.npr.org/transcripts/1072164745

- where to find me -
Instagram: https://www.instagram.com/johnny.harris/
Tiktok: https://www.tiktok.com/@johnny.harris
Facebook: https://www.facebook.com/JohnnyHarrisVox

- how i make my videos -
Tom Fox makes my music, work with him here: https://tfbeats.com/
I make maps using this AE Plugin: https://aescripts.com/geolayers/?aff=77
All the gear I use: https://www.izharris.com/gear-guide
 
- my courses - 
Learn a language: https://brighttrip.com/course/language/
Visual storytelling: https://www.brighttrip.com/courses/visual-storytelling",2024-10-24T12:00:20Z,UCmGSJVG3mCRXVOP4yZrU1Dw,Johnny Harris,https://i.ytimg.com/vi/Cl_JpCSvTpk/mqdefault.jpg,PT39M54S,none,4631785,133022,29004,top
CoPs-Bk8M9Y,Business Was Hard Until I Learned This,"Download your free scaling roadmap here: https://www.acquisition.com/roadmap
The easiest business I can help you start (free trial): https://www.skool.com/games

If you’re new to my channel, my name is Alex Hormozi. I’m the founder and managing partner of Acquisition.com. It’s a family office, which is just a formal way of saying we invest our own money into companies. Our 10 portfolio companies bring in over $250,000,000+ per year. Our ownership stake varies between 20% and 100% of them. Given this is a YT channel, and anyone can claim anything, I’ll give you some stuff you can google to verify below.

How I got here…

21: Graduated Vanderbilt in 3 years Magna Cum Laude, and took a fancy consulting job.
23 yrs old: Left my fancy consulting job to start a business (a gym).
24 yrs old: Opened 5 gym locations.
26 yrs old: Closed down 6th gym. Lost everything. 
26 yrs old: Got back to launching gyms (launched 33). Then, lost everything for a 2nd time. 
26 yrs old: In desperation, started licensing model as a hail mary. It worked. 
27 yrs old: ""Gym Launch"" does $3M profit the next 6 months. Then $17M profit next 12 months.
28 yrs old: Started Prestige Labs. $20M the first year.  
29 yrs old: Launched ALAN, a software company for agencies to work leads for customers. Scaled to $1.7mmo within 6 months. 
31 yrs old: Sold 75% of UseAlan to a strategic buyer in an all stock deal. 
31 yrs old: Sold 66% of Gym Launch & Prestige Labs at $46.2M valuation in all-cash deal to American Pacific Group. (you can google it)
31 yrs old: Started our family office Acquisition.com. We invest and scale companies using the $42M in distributions we had taken + the cash from the $46.2M exit.
32 yrs old: Started making free content showing how we grow companies to make real business education accessible to everyone (and) to attract business owners to invest or scale their businesses. 
34 yrs old: I became co-owner of https://Skool.com to help the many people who want to start a business online do so.

Today: Our portfolio now does $200M/yr between 10 companies. The largest doing $100M/yr the smallest doing $5M per year. Our ownership varies between 20% and 100% ownership of the companies. Many of them we invested in early and helped grow (which is how we make our money - not youtube videos).

To all the gladiators in the arena, we’re all in the middle of writing our own stories. The worse the monsters, the more epic the story.

You either get an epic outcome or an epic story. Both mean you win. 

Keep crushing. May your desires be greater than your obstacles. 

Never quit,

Alex

DISCLOSURE 
Information shared here is for educational purposes only.  Individuals and business owners should evaluate their own business strategies, and identify any potential risks.  The information shared here is not a guarantee of success. Your results may vary.
Copyright © 2025.",2025-05-02T19:28:04Z,UCUyDOdBWhC1MCxEjC46d-zw,Alex Hormozi,https://i.ytimg.com/vi/CoPs-Bk8M9Y/mqdefault.jpg,PT26M26S,none,128666,4907,298,top_and_latest
CwsBMt4yP50,Follow These 7 Simple Steps to Get Anything You Want In Life,"What’s really stopping you from creating the life you want? In this powerful message, Tony Robbins shares seven steps to gain clarity, face the truth, and build unstoppable momentum in any area of your life. It all starts with knowing what you truly want — and why it matters.

Watch more videos like this 👇
Learn Anything 10x FASTER with These 3 SIMPLE Steps: https://youtu.be/DbcQypQ1MgQ
3 Skills You NEED to Prepare Yourself for What's Coming: https://youtu.be/K-jOtLM9c7o
The Most POWERFUL Energy Shift You've Never Heard Of: https://youtu.be/qA-v9voFB0U
INSTANTLY Change Your Life with This One Daily Habit: https://youtu.be/aUQo9eWDZ7Y

Subscribe: https://www.youtube.com/@TonyRobbinsLive?sub_confirmation=1

Follow Tony Robbins:
Facebook: https://www.facebook.com/TonyRobbins
Instagram: https://instagram.com/tonyrobbins/
TikTok: https://www.tiktok.com/@tonyrobbins
Twitter: https://twitter.com/tonyrobbins
LinkedIn: https://www.linkedin.com/in/officialtonyrobbins
Website: https://www.tonyrobbins.com/ 

Tony Robbins is a #1 New York Times best-selling author, entrepreneur, philanthropist, and the nation's #1 Life and Business Strategist. For more than four and a half decades, more than 100 million people from 195 countries have enjoyed the warmth, humor, and transformational power of his business and personal development events. 

Mr. Robbins is the author of seven internationally bestselling books, including three #1 New York Times bestsellers: Money: Master the Game, Unshakeable, and Life Force.  He created the #1 personal and professional development program of all time, and more than 10 million people have attended his live seminars.
 
Anthony Robbins is the chairman of a holding company comprising more than 110 privately held businesses with combined sales exceeding $7 billion a year. He has been named in the top 50 of Worth Magazine’s 100 most powerful people in global finance for three consecutive years, honored by Accenture as one of the ""Top 50 Business Intellectuals in the World''; by Harvard Business Press as one of the ""Top 200 Business Gurus""; and by American Express as one of the ""Top Six Business Leaders in the World"" to coach its entrepreneurial clients. Fortune’s recent cover article named him the “CEO Whisperer.”

He is a leader called upon by leaders, and has worked with four US presidents, top entertainers -- from Aerosmith to Green Day, to Usher and Pitbull, as well as athletes like Serena Williams, Andre Agassi, and the 2022 NBA Champion Golden State Warriors. Billionaire business leaders seek his advice as well; casino magnate Steve Wynn, and Salesforce.com founder Marc Benioff are among those grateful for his coaching.
 
As a philanthropist, through his partnership with Feeding America, Mr. Robbins has provided over 985 million meals in the last 8 years to those in need. He is two years ahead of schedule to provide 1 billion meals. Through the Tony Robbins Foundation, he has also awarded over 2,500 grants and other resources to health and human services organizations, implemented life-changing curricula in 1,700+ correctional facilities and gathered thousands of young leaders from around the world with its teen programs. In addition, he provides fresh water to 250,000 people a day in India in order to fight the number one killer of children in that country-waterborne diseases.",2025-04-13T13:00:20Z,UCJLMboBYME_CLEfwsduI0wQ,Tony Robbins,https://i.ytimg.com/vi/CwsBMt4yP50/mqdefault.jpg,PT8M46S,none,57678,2917,66,latest
D-CSw6ISH1Q,Başarılı İndirim Stratejileri: En iyi ve En Kötü Uygulamalar,"Selamlar! Bugün, indirimler ve kampanya türleri hakkında konuşacağız. Hangi kampanyalar işe yarıyor, hangileri müşterilerin ilgisini çekiyor ve bunları nasıl uygulayabilirsiniz? Tüm detaylar bu videoda!

📌 Bölüm Başlıkları:
0:00 - Giriş
1:00 - İlk Alışveriş İndirimi
3:00 - Flash Satışlar ve Sınırlı Süreli Teklifler
5:30 - Sepet Aşamasında İndirim
7:30 - Ücretsiz Kargo Kampanyaları
10:00 - Sadakat İndirimleri
12:30 - Dönemsel İndirimler
14:00 - Başarısız Yöntemler
16:00 - Sonuç ve Öneriler

👍 Videoyu beğenmeyi ve kanala abone olmayı unutmayın! Daha fazla içerik için takipte kalın!

Dijital pazarlama uzmanlığı ve sosyal medya reklamları, e-ticaret eğitimi ve girişimclik alanında her hafta videoları yüklemeye devam ediyoruz.

İlk 3 ay 1$ ile Shopify Websiteni Aç : https://shopify.pxf.io/Kj6WXz

Tüm sorularınızı sorabileceğiniz facebook topluluğumuz:

► http://bit.ly/mfacebookgrup

Ücretsiz Facebook İnstagram Reklamları Eğitimi Oynatma Listesi:

► https://bit.ly/sıfırdanbire

Eğer videoları beğeniyorsanız kanalıma ücretsiz olarak abone olabilirsiniz.
       
Ücretsiz Abone Ol► : http://bit.ly/ozantcepni

Mail Adresim : to@ozantarik.com

İnstagram'da Beni Takip Et : https://bit.ly/ozantarikcom

~Eğer sormak istediğiniz sorular varsa yorumlara yazabilirsiniz veya kanal hakkında bölümünde bulunan mail adresimden bana ulaşabilirsiniz.",2024-08-20T12:22:45Z,UCG7lvpEkSTaKEJJSM2grmZA,Ozan Tarık Çepni,https://i.ytimg.com/vi/D-CSw6ISH1Q/mqdefault.jpg,PT10M45S,none,950,45,5,latest
DE-hE0VbeWY,$100M Marketer Explains: How To Dominate Against A.I Competition,"Neil Patel breaks down how to win in marketing when everyone’s using AI. He shares his strategy of giving away valuable tools for free to drive massive growth and explains why businesses need to focus on standing out instead of relying solely on AI. This talk is one of my favourites, hope you enjoy it -- send it to a friend!

Want More Traffic, Leads, and Sales With Our Digital Marketing Help?
Go Here: https://npdigital.com/ 

Timestamps: 
0:00 – Introduction 
2:00 – The Mainstream Shift of AI  
4:10 – AI's Impact on Marketing and Content  
7:00 – Risks of Overusing AI  
9:00 – HubSpot and Free Product Strategy  
11:15 – Strategy Examples: Free Products  
15:00 – NP Digital Growth Strategy  
17:00 – Buying and Scaling Tools  
19:45 – Developing and Adding Features  
23:00 – Differentiating Your Brand with Free Value  
25:30 – Using AI as Assistance, Not Sole Strategy",2024-09-20T18:42:43Z,UCl-Zrl0QhF66lu1aGXaTbfw,Neil Patel,https://i.ytimg.com/vi/DE-hE0VbeWY/mqdefault.jpg,PT27M1S,none,75339,2131,119,top_and_latest
DZkt8fvVNeE,Aşırı Düşünme (Overthink) Hastalığından Kurtulmak İçin 5 Yöntem,"Aşırı düşünme (overthinking) problemi birçok insanı olumsuz etkiliyor. Bu videoda aşırı düşünme hastalığından kurtulmanın bazı yollarından bahsettim.

Yeni kitabım Hayat Acemileri İçin Yaşam Rehberi tüm kitapçılarda. Hemen sipariş vermek ve incelemek için: https://amzn.to/3W8tD53

Abone Olmak İçin: https://goo.gl/sZvYO7

Zaman Damgaları:
-------------------
00:00 - Giriş  
00:22 - Aşırı Düşünme Problemi Nedir?  
01:06 - Elinden Geleni Yaptın, Sakin Ol  
01:58 - Düşüncelerin Hepsi Gerçek Değildir  
02:46 - Sonuçları Kontrol Edemezsin  
03:41 - Hatalarla Barışmak  
04:50 - Kötü Senaryolar Gerçekten Kötü mü?  
06:02 - Geçmiş Kaygıları ve Çözümleri Yazmak  
07:20 - Şu Ana Odaklanmak  
08:03 - Kapanış ve Öneriler  
-------------------

Video Konu Başlıkları
Kaygı ve Stresle Nasıl Baş Edersin: https://goo.gl/yz48JA
Motivasyon Videoları: https://goo.gl/aZRvQW
Kitap ve Film Önerileri: https://goo.gl/qxgXEc
Verimli Ders Çalışma ve Öğrenme Teknikleri: https://goo.gl/2LRkDr
Özgüven Geliştirme Videoları: https://goo.gl/Gg9pKN
Evlilik ve İlişki Sorunları: https://goo.gl/huVhjP

Beyhan Budak Sosyal Medya Hesapları
http://www.beyhanbudak.com.tr
https://instagram.com/beyhanbudak/
https://twitter.com/beyhanbudak
https://www.facebook.com/pskbeyhanbudak

ÖNEMLİ NOT:
Bu YouTube kanalındaki videolar bilgilendirme ve farkındalık amaçlı olarak hazırlanmıştır. Hiçbir şekilde tanı ve tedavi amaçlı kullanılamaz. Tanı ve tedavi gerektiren durumlar için lütfen hekimlere başvurunuz.

Videolarda yer alan vaka öyküleri gerçek vakalardan (bazen birkaç vakanın birleşimi)  esinlenilmiş kurgusal öykülerdir. Vaka öykülerinde hiçbir şekilde bir kişiye ait tanımlayıcı bir bilgi yer almamaktadır.",2025-01-18T12:31:12Z,UCEpzQk829RfkBIUmwg54g9A,Beyhan Budak,https://i.ytimg.com/vi/DZkt8fvVNeE/mqdefault.jpg,PT8M24S,none,192545,7142,434,top
Djbxe9d4kVc,"How Testing Thumbnails Led To Making $15,000,000+ With YouTube in 2024","Book a Call for 8-Figure License: https://links.educate.io/Rehashing-Process-8FL
TubeBuddy Testing Flow Guide: https://links.educate.io/Rehashing-Process",2024-12-16T22:00:12Z,UCRIYuAD9fUFITaYe_007GkQ,Iman Gadzhi Business,https://i.ytimg.com/vi/Djbxe9d4kVc/mqdefault.jpg,PT13M28S,none,18849,978,30,top
